,shoot,short_arm,long_arm_ang,dist,base,main_bulge_curve,long_arm,sheet_type,prot,len,sec_bulge,path,x,y
den_AAGSZKGY,69.37558738137433,2,20.631678989732592,25.197944152955593,3,3,4,20,3.7906458894194497,121,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/AAGSZKGY_BasicBeNTF2_designed_0000.pdb,27.801626205444336,-16.861827850341797
den_AAGZPVHK,46.483064270130285,2,106.52693793382258,25.766786123022676,3,2,3,9,-7.344297936327173,117,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/AAGZPVHK_BasicBeNTF2_designed_0000.pdb,3.3048744201660156,-16.200098037719727
den_AAHKCGNP,62.75704234652062,2,38.88240054303598,18.515584408831685,3,3,3,11,0.887134827540839,111,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/AAHKCGNP_BasicBeNTF2_designed_0000.pdb,8.5253324508667,-43.04591751098633
den_AAHWWEFI,31.198002559472087,1,100.15606645479784,23.874366959638873,5,3,2,28,-9.109394816483656,111,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/AAHWWEFI_BasicBeNTF2_designed_0000.pdb,11.165226936340332,16.631210327148438
den_AAJGYAEL,55.35432720013546,2,49.75117749385985,21.688382489587976,3,2,3,5,-1.1004456878708098,111,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/AAJGYAEL_BasicBeNTF2_designed_0000.pdb,14.646385192871094,-22.630685806274414
den_AAKCNKCO,59.31663377505522,2,33.434647409685226,23.181920624863622,3,2,4,15,6.096083547396967,118,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/AAKCNKCO_BasicBeNTF2_designed_0000.pdb,27.332477569580078,-23.59258460998535
den_AAKRUJNF,52.27778617999975,2,110.41968033020673,26.527563183269546,5,1,2,30,-9.492424706987109,119,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/AAKRUJNF_BasicBeNTF2_designed_0000.pdb,9.712016105651855,-6.033507347106934
den_AALAPNBB,68.14929109761397,2,27.937570893840142,19.21120212348909,3,2,3,7,0.5814127148561283,115,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/AALAPNBB_BasicBeNTF2_designed_0000.pdb,3.5961108207702637,-31.357526779174805
den_AANTHKHD,60.368754870458574,2,45.72394589308098,22.95735687263887,3,2,3,5,-0.940009301081929,112,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/AANTHKHD_BasicBeNTF2_designed_0000.pdb,11.627218246459961,-17.78500747680664
den_AAOWNWJE,55.55427927304632,2,38.295961919394394,20.99121942052354,3,3,3,10,0.15410927794018114,116,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/AAOWNWJE_BasicBeNTF2_designed_0000.pdb,2.90851092338562,-30.450607299804688
den_AAPACSTO,34.13255760620035,2,57.09050961048273,26.227776596758797,3,3,4,24,3.500323038514921,121,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/AAPACSTO_BasicBeNTF2_designed_0000.pdb,-2.4290943145751953,-34.34779739379883
den_AAPARPPK,72.01030119061218,2,20.51059843903411,20.729623280299357,3,2,4,15,7.305478648656564,117,1,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/AAPARPPK_BasicBeNTF2_designed_0000.pdb,0.4284043610095978,-33.39713668823242
den_AAPUDTVF,17.712978760336284,2,92.40575293592555,22.89047079753591,5,3,2,32,-9.702126863250829,119,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/AAPUDTVF_BasicBeNTF2_designed_0000.pdb,-17.024667739868164,-33.45269012451172
den_AAQDSGVA,22.677576200485333,2,98.89185567154941,22.55859675498524,3,3,3,14,-4.413979354140817,117,0,/home/basantab/NTF2_project/20181119_GenerativeAlgorithm40Kbbs/121_or_less_aas/AAQDSGVA_BasicBeNTF2_designed_0000.pdb,9.333024978637695,-20.721473693847656
